token,status,current_definition,family,domain,primary_model,primary_cosine,primary_family_rank,secondary_model,secondary_cosine,secondary_family_rank,proposed_definition,reviewer_decision,reviewer_notes
competition,uncertain,"A term statistically associated with international, clubs, champions, held. Selected corpus use: personal finance; alternative contexts: learning plan, purchase decision.",explanation_learning,personal_finance,mixedbread-ai/mxbai-embed-large-v1,,,sentence-transformers/all-MiniLM-L6-v2,0.28961968421936035,6,,pending,
consumers,uncertain,"A term statistically associated with products, businesses, sales, farming. Selected corpus use: feature ideas; alternative contexts: financial decision, workflow.",brainstorming_creativity,feature_ideas,mixedbread-ai/mxbai-embed-large-v1,,,sentence-transformers/all-MiniLM-L6-v2,0.2956331670284271,6,,pending,
covering,uncertain,"A term statistically associated with acres, area, largest, entire. Selected corpus use: software install; alternative contexts: shopping arithmetic, web form.",troubleshooting,software_install,mixedbread-ai/mxbai-embed-large-v1,,,sentence-transformers/all-MiniLM-L6-v2,0.15055301785469055,9,,pending,
creators,uncertain,"A term statistically associated with premium, videos, paid, platform. Selected corpus use: simple probability; alternative contexts: email, meeting notes.",reasoning_verification,simple_probability,mixedbread-ai/mxbai-embed-large-v1,,,sentence-transformers/all-MiniLM-L6-v2,0.11585384607315063,7,,pending,
crisp,uncertain,"A term statistically associated with bacon, apples, air, sliced. Selected corpus use: peripheral; alternative contexts: argument, instructions.",troubleshooting,peripheral,mixedbread-ai/mxbai-embed-large-v1,,,sentence-transformers/all-MiniLM-L6-v2,0.24158449470996857,11,,pending,
crocodile,uncertain,"A term statistically associated with reptiles, snake, turtle, teeth. Selected corpus use: research notes; alternative contexts: travel plan, incident log.",summarization_synthesis,research_notes,mixedbread-ai/mxbai-embed-large-v1,,,sentence-transformers/all-MiniLM-L6-v2,0.3803393244743347,12,,pending,
cups,uncertain,"A term statistically associated with teaspoon, flour, tea, milk. Selected corpus use: instructions; alternative contexts: event plan, policy memo.",critique_revision,instructions,mixedbread-ai/mxbai-embed-large-v1,,,sentence-transformers/all-MiniLM-L6-v2,0.3171687424182892,9,,pending,
cuts,uncertain,"A term statistically associated with meat, pork, ball, blade. Selected corpus use: software install; alternative contexts: peripheral, small project.",troubleshooting,software_install,mixedbread-ai/mxbai-embed-large-v1,,,sentence-transformers/all-MiniLM-L6-v2,0.2726675868034363,11,,pending,
damaged,uncertain,"A term statistically associated with cells, damage, muscle, earthquake. Selected corpus use: low cost activity; alternative contexts: peripheral, web form.",brainstorming_creativity,low_cost_activity,mixedbread-ai/mxbai-embed-large-v1,,,sentence-transformers/all-MiniLM-L6-v2,0.21706266701221466,8,,pending,
dancing,uncertain,"A term statistically associated with salsa, dance, singing, lessons. Selected corpus use: instructions; alternative contexts: learning plan, small project.",critique_revision,instructions,mixedbread-ai/mxbai-embed-large-v1,,,sentence-transformers/all-MiniLM-L6-v2,0.506948709487915,7,,pending,
decreased,uncertain,"A term statistically associated with increased, weight, population, per. Selected corpus use: issue ticket; alternative contexts: life science, media literacy.",extraction_classification,issue_ticket,mixedbread-ai/mxbai-embed-large-v1,,,sentence-transformers/all-MiniLM-L6-v2,0.173349067568779,10,,pending,
demands,uncertain,"A term statistically associated with odd, climate, turns, transportation. Selected corpus use: peripheral; alternative contexts: uncertain change, physical safety.",troubleshooting,peripheral,mixedbread-ai/mxbai-embed-large-v1,,,sentence-transformers/all-MiniLM-L6-v2,0.09493621438741684,11,,pending,
developer,uncertain,"A term statistically associated with developers, game, code, video. Selected corpus use: issue ticket; alternative contexts: software install, meeting notes.",extraction_classification,issue_ticket,mixedbread-ai/mxbai-embed-large-v1,,,sentence-transformers/all-MiniLM-L6-v2,0.4138094186782837,6,,pending,
diameter,uncertain,"A term statistically associated with kilometers, moon, inches, solar. Selected corpus use: event registration; alternative contexts: purchase decision, home repair.",practical_action,event_registration,mixedbread-ai/mxbai-embed-large-v1,,,sentence-transformers/all-MiniLM-L6-v2,0.3044433295726776,7,,pending,
discussion,uncertain,"A term statistically associated with encourage, featuring, papers, woman. Selected corpus use: learning notes; alternative contexts: network connection, meeting notes.",summarization_synthesis,learning_notes,mixedbread-ai/mxbai-embed-large-v1,,,sentence-transformers/all-MiniLM-L6-v2,0.22144339978694916,8,,pending,
diversity,uncertain,"A term statistically associated with biological, increase, culture, hiring. Selected corpus use: learning plan; alternative contexts: small project, workflow.",planning_comparison,learning_plan,mixedbread-ai/mxbai-embed-large-v1,,,sentence-transformers/all-MiniLM-L6-v2,0.23656697571277618,8,,pending,
drawn,uncertain,"A term statistically associated with horse, map, newspaper, graph. Selected corpus use: research notes; alternative contexts: learning plan, purchase decision.",summarization_synthesis,research_notes,mixedbread-ai/mxbai-embed-large-v1,,,sentence-transformers/all-MiniLM-L6-v2,0.2320767194032669,12,,pending,
easiest,uncertain,"A term statistically associated with circle, vegetables, fastest, cherry. Selected corpus use: home repair; alternative contexts: web form, small project.",practical_action,home_repair,mixedbread-ai/mxbai-embed-large-v1,,,sentence-transformers/all-MiniLM-L6-v2,0.16824135184288025,9,,pending,
edges,uncertain,"A term statistically associated with edge, ski, triangle, sharp. Selected corpus use: personal finance; alternative contexts: learning plan, travel plan.",explanation_learning,personal_finance,mixedbread-ai/mxbai-embed-large-v1,,,sentence-transformers/all-MiniLM-L6-v2,0.32765501737594604,9,,pending,
edible,uncertain,"A term statistically associated with fruit, varieties, eaten, banana. Selected corpus use: survey response; alternative contexts: case note, web form.",extraction_classification,survey_response,mixedbread-ai/mxbai-embed-large-v1,,,sentence-transformers/all-MiniLM-L6-v2,0.4820185899734497,6,,pending,
effectively,uncertain,"A term statistically associated with communicate, skills, partners, sensory. Selected corpus use: logical constraints; alternative contexts: purchase decision, small project.",reasoning_verification,logical_constraints,mixedbread-ai/mxbai-embed-large-v1,,,sentence-transformers/all-MiniLM-L6-v2,0.14243611693382263,8,,pending,
engage,uncertain,"A term statistically associated with partners, activities, aims, interact. Selected corpus use: research notes; alternative contexts: small project, travel plan.",summarization_synthesis,research_notes,mixedbread-ai/mxbai-embed-large-v1,,,sentence-transformers/all-MiniLM-L6-v2,0.32533901929855347,12,,pending,
engineers,uncertain,"A term statistically associated with electrical, canal, engineering, society. Selected corpus use: software install; alternative contexts: learning plan, travel plan.",troubleshooting,software_install,mixedbread-ai/mxbai-embed-large-v1,,,sentence-transformers/all-MiniLM-L6-v2,0.39669516682624817,9,,pending,
enhanced,uncertain,"A term statistically associated with settings, improved, seeking, certain. Selected corpus use: research notes; alternative contexts: physical safety, peripheral.",summarization_synthesis,research_notes,mixedbread-ai/mxbai-embed-large-v1,,,sentence-transformers/all-MiniLM-L6-v2,0.2798212170600891,7,,pending,
epic,uncertain,"A term statistically associated with resort, fantasy, drama, tracks. Selected corpus use: peripheral; alternative contexts: network connection, learning plan.",troubleshooting,peripheral,mixedbread-ai/mxbai-embed-large-v1,,,sentence-transformers/all-MiniLM-L6-v2,0.18965701758861542,10,,pending,
equal,uncertain,"A term statistically associated with sides, triangle, fluid, greater. Selected corpus use: subscriptions; alternative contexts: purchase decision, travel plan.",practical_action,subscriptions,mixedbread-ai/mxbai-embed-large-v1,,,sentence-transformers/all-MiniLM-L6-v2,0.19125965237617493,6,,pending,
exhibits,uncertain,"A term statistically associated with museum, interactive, displays, art. Selected corpus use: physical science; alternative contexts: life science, purchase decision.",explanation_learning,physical_science,mixedbread-ai/mxbai-embed-large-v1,,,sentence-transformers/all-MiniLM-L6-v2,0.4907740354537964,7,,pending,
explained,uncertain,"A term statistically associated with paper, published, relativity, nature. Selected corpus use: receipt; alternative contexts: network connection, web form.",extraction_classification,receipt,mixedbread-ai/mxbai-embed-large-v1,,,sentence-transformers/all-MiniLM-L6-v2,0.16556955873966217,7,,pending,
faith,uncertain,"A term statistically associated with god, religious, belief, grace. Selected corpus use: instructions; alternative contexts: financial decision, learning plan.",critique_revision,instructions,mixedbread-ai/mxbai-embed-large-v1,,,sentence-transformers/all-MiniLM-L6-v2,0.46627485752105713,9,,pending,
fatigue,uncertain,"A term statistically associated with muscle, pain, fever, legs. Selected corpus use: support thread; alternative contexts: learning plan, purchase decision.",summarization_synthesis,support_thread,mixedbread-ai/mxbai-embed-large-v1,,,sentence-transformers/all-MiniLM-L6-v2,0.39994311332702637,6,,pending,
filled,uncertain,"A term statistically associated with chocolate, air, carved, wrapped. Selected corpus use: achievement; alternative contexts: small project, uncertain change.",conversation_empathy,achievement,mixedbread-ai/mxbai-embed-large-v1,,,sentence-transformers/all-MiniLM-L6-v2,0.15197812020778656,6,,pending,
fires,uncertain,"A term statistically associated with fire, impacted, forest, storms. Selected corpus use: interface copy; alternative contexts: small project, financial decision.",critique_revision,interface_copy,mixedbread-ai/mxbai-embed-large-v1,,,sentence-transformers/all-MiniLM-L6-v2,0.46099361777305603,6,,pending,
fluffy,uncertain,"A term statistically associated with soft, white, cat, bread. Selected corpus use: writing prompts; alternative contexts: event plan, small project.",brainstorming_creativity,writing_prompts,mixedbread-ai/mxbai-embed-large-v1,,,sentence-transformers/all-MiniLM-L6-v2,0.32934433221817017,7,,pending,
fly,uncertain,"A term statistically associated with wings, airplanes, fishing, airplane. Selected corpus use: data pipeline; alternative contexts: learning plan, small project.",troubleshooting,data_pipeline,mixedbread-ai/mxbai-embed-large-v1,,,sentence-transformers/all-MiniLM-L6-v2,0.4086071848869324,10,,pending,
friendship,uncertain,"A term statistically associated with dealing, story, anime, lasted. Selected corpus use: project update; alternative contexts: work stress, social mistake.",summarization_synthesis,project_update,mixedbread-ai/mxbai-embed-large-v1,,,sentence-transformers/all-MiniLM-L6-v2,0.2555367350578308,6,,pending,
fruit,uncertain,"A term statistically associated with dried, vegetable, fruits, drying. Selected corpus use: meeting notes; alternative contexts: life science, email.",writing_transformation,meeting_notes,mixedbread-ai/mxbai-embed-large-v1,,,sentence-transformers/all-MiniLM-L6-v2,0.4913012385368347,7,,pending,
garbage,uncertain,"A term statistically associated with garage, trash, bags, trucks. Selected corpus use: learning notes; alternative contexts: project update, physical safety.",summarization_synthesis,learning_notes,mixedbread-ai/mxbai-embed-large-v1,,,sentence-transformers/all-MiniLM-L6-v2,0.25178810954093933,7,,pending,
generated,uncertain,"A term statistically associated with initial, human, fine, revenue. Selected corpus use: learning notes; alternative contexts: survey response, support reply.",summarization_synthesis,learning_notes,mixedbread-ai/mxbai-embed-large-v1,,,sentence-transformers/all-MiniLM-L6-v2,0.16970691084861755,9,,pending,
gloves,uncertain,"A term statistically associated with pads, boots, helmet, hose. Selected corpus use: case note; alternative contexts: air travel, receipt.",extraction_classification,case_note,mixedbread-ai/mxbai-embed-large-v1,,,sentence-transformers/all-MiniLM-L6-v2,0.28341108560562134,7,,pending,
grapes,uncertain,"A term statistically associated with wine, noir, apples, nuts. Selected corpus use: project update; alternative contexts: receipt, policy excerpt.",summarization_synthesis,project_update,mixedbread-ai/mxbai-embed-large-v1,,,sentence-transformers/all-MiniLM-L6-v2,0.47384971380233765,6,,pending,
gray,uncertain,"A term statistically associated with fur, heads, purple, brown. Selected corpus use: research notes; alternative contexts: purchase decision, small project.",summarization_synthesis,research_notes,mixedbread-ai/mxbai-embed-large-v1,,,sentence-transformers/all-MiniLM-L6-v2,0.37666231393814087,6,,pending,
grown,uncertain,"A term statistically associated with chicks, edible, varieties, crop. Selected corpus use: software install; alternative contexts: network connection, peripheral.",troubleshooting,software_install,mixedbread-ai/mxbai-embed-large-v1,,,sentence-transformers/all-MiniLM-L6-v2,0.3367134928703308,10,,pending,
guidelines,uncertain,"A term statistically associated with dietary, disease, goal, recommendations. Selected corpus use: low cost activity; alternative contexts: medical information, privacy security.",brainstorming_creativity,low_cost_activity,mixedbread-ai/mxbai-embed-large-v1,,,sentence-transformers/all-MiniLM-L6-v2,0.29287344217300415,6,,pending,
haiku,uncertain,"A term statistically associated with poems, poetry, poem, traditional. Selected corpus use: survey response; alternative contexts: technical explanation, email.",extraction_classification,survey_response,mixedbread-ai/mxbai-embed-large-v1,,,sentence-transformers/all-MiniLM-L6-v2,0.379197359085083,8,,pending,
ham,uncertain,"A term statistically associated with sandwich, cheese, peppers, bacon. Selected corpus use: support thread; alternative contexts: data literacy, life science.",summarization_synthesis,support_thread,mixedbread-ai/mxbai-embed-large-v1,,,sentence-transformers/all-MiniLM-L6-v2,0.26701903343200684,6,,pending,
harsh,uncertain,"A term statistically associated with chemicals, shelter, winds, wilderness. Selected corpus use: technical documentation; alternative contexts: purchase decision, small project.",grounded_qa,technical_documentation,mixedbread-ai/mxbai-embed-large-v1,,,sentence-transformers/all-MiniLM-L6-v2,0.04708246514201164,6,,pending,
heads,uncertain,"A term statistically associated with tails, bodies, gray, brown. Selected corpus use: research notes; alternative contexts: email, meeting notes.",summarization_synthesis,research_notes,mixedbread-ai/mxbai-embed-large-v1,,,sentence-transformers/all-MiniLM-L6-v2,0.262968510389328,6,,pending,
heritage,uncertain,"A term statistically associated with site, world, cultural, designated. Selected corpus use: support reply; alternative contexts: event plan, learning plan.",writing_transformation,support_reply,mixedbread-ai/mxbai-embed-large-v1,,,sentence-transformers/all-MiniLM-L6-v2,0.2651471495628357,7,,pending,
hike,uncertain,"A term statistically associated with trail, forests, park, hiking. Selected corpus use: physical safety; alternative contexts: learning plan, project update.",safety_uncertainty,physical_safety,mixedbread-ai/mxbai-embed-large-v1,,,sentence-transformers/all-MiniLM-L6-v2,0.5099292397499084,11,,pending,
historic,uncertain,"A term statistically associated with register, landmark, sites, district. Selected corpus use: research notes; alternative contexts: small project, historical note.",summarization_synthesis,research_notes,mixedbread-ai/mxbai-embed-large-v1,,,sentence-transformers/all-MiniLM-L6-v2,0.2536039650440216,8,,pending,
horizon,uncertain,"A term statistically associated with below, sun, sunset, degrees. Selected corpus use: civics; alternative contexts: purchase decision, small project.",explanation_learning,civics,mixedbread-ai/mxbai-embed-large-v1,,,sentence-transformers/all-MiniLM-L6-v2,0.20863088965415955,6,,pending,
hurricane,uncertain,"A term statistically associated with tropical, storm, damage, hit. Selected corpus use: survey response; alternative contexts: low cost activity, inventory record.",extraction_classification,survey_response,mixedbread-ai/mxbai-embed-large-v1,,,sentence-transformers/all-MiniLM-L6-v2,0.4795973300933838,12,,pending,
inch,uncertain,"A term statistically associated with iphone, pro, screen, batter. Selected corpus use: small project; alternative contexts: purchase decision, travel plan.",planning_comparison,small_project,mixedbread-ai/mxbai-embed-large-v1,,,sentence-transformers/all-MiniLM-L6-v2,0.1390281319618225,7,,pending,
indicates,uncertain,"A term statistically associated with occurs, yellow, single, dogs. Selected corpus use: logical constraints; alternative contexts: data pipeline, file sync.",reasoning_verification,logical_constraints,mixedbread-ai/mxbai-embed-large-v1,,,sentence-transformers/all-MiniLM-L6-v2,0.26185885071754456,6,,pending,
industries,uncertain,"A term statistically associated with agencies, sector, industry, manufacturing. Selected corpus use: personal finance; alternative contexts: financial decision, travel plan.",explanation_learning,personal_finance,mixedbread-ai/mxbai-embed-large-v1,,,sentence-transformers/all-MiniLM-L6-v2,0.42891237139701843,7,,pending,
intensity,uncertain,"A term statistically associated with cardio, exercises, workout, exercise. Selected corpus use: physical science; alternative contexts: peripheral, learning plan.",explanation_learning,physical_science,mixedbread-ai/mxbai-embed-large-v1,,,sentence-transformers/all-MiniLM-L6-v2,0.2811087369918823,6,,pending,
isolated,uncertain,"A term statistically associated with virus, staying, energy, island. Selected corpus use: purchase decision; alternative contexts: peripheral, small project.",planning_comparison,purchase_decision,mixedbread-ai/mxbai-embed-large-v1,,,sentence-transformers/all-MiniLM-L6-v2,0.18266430497169495,7,,pending,
joke,uncertain,"A term statistically associated with knock, tell, cheer, dad. Selected corpus use: software install; alternative contexts: peripheral, web form.",troubleshooting,software_install,mixedbread-ai/mxbai-embed-large-v1,,,sentence-transformers/all-MiniLM-L6-v2,0.19299480319023132,6,,pending,
kick,uncertain,"A term statistically associated with opponent, goal, side, ball. Selected corpus use: survey response; alternative contexts: financial decision, web form.",extraction_classification,survey_response,mixedbread-ai/mxbai-embed-large-v1,,,sentence-transformers/all-MiniLM-L6-v2,0.2715644836425781,7,,pending,
knock,uncertain,"A term statistically associated with joke, damage, ball, air. Selected corpus use: appointments; alternative contexts: uncertain change, achievement.",practical_action,appointments,mixedbread-ai/mxbai-embed-large-v1,,,sentence-transformers/all-MiniLM-L6-v2,0.18269643187522888,6,,pending,
land,uncertain,"A term statistically associated with acres, area, square, animal. Selected corpus use: software install; alternative contexts: purchase decision, small project.",troubleshooting,software_install,mixedbread-ai/mxbai-embed-large-v1,,,sentence-transformers/all-MiniLM-L6-v2,0.4083944857120514,10,,pending,
lane,uncertain,"A term statistically associated with highway, street, house, road. Selected corpus use: receipt; alternative contexts: peripheral, civics.",extraction_classification,receipt,mixedbread-ai/mxbai-embed-large-v1,,,sentence-transformers/all-MiniLM-L6-v2,0.3763337731361389,7,,pending,
laundry,uncertain,"A term statistically associated with fabric, towels, basket, soap. Selected corpus use: achievement; alternative contexts: home repair, relationship tension.",conversation_empathy,achievement,mixedbread-ai/mxbai-embed-large-v1,,,sentence-transformers/all-MiniLM-L6-v2,0.49530574679374695,8,,pending,
lifting,uncertain,"A term statistically associated with weights, muscles, weight, lift. Selected corpus use: travel plan; alternative contexts: small project, purchase decision.",planning_comparison,travel_plan,mixedbread-ai/mxbai-embed-large-v1,,,sentence-transformers/all-MiniLM-L6-v2,0.4667249619960785,7,,pending,
lightweight,uncertain,"A term statistically associated with pounds, aircraft, plane, designs. Selected corpus use: research notes; alternative contexts: financial decision, feature ideas.",summarization_synthesis,research_notes,mixedbread-ai/mxbai-embed-large-v1,,,sentence-transformers/all-MiniLM-L6-v2,0.24497570097446442,13,,pending,
machine,uncertain,"A term statistically associated with espresso, fine, algorithms, applications. Selected corpus use: learning plan; alternative contexts: software install, network connection.",planning_comparison,learning_plan,mixedbread-ai/mxbai-embed-large-v1,,,sentence-transformers/all-MiniLM-L6-v2,0.2992924451828003,7,,pending,
midnight,uncertain,"A term statistically associated with sun, night, curious, forgotten. Selected corpus use: learning plan; alternative contexts: small project, purchase decision.",planning_comparison,learning_plan,mixedbread-ai/mxbai-embed-large-v1,,,sentence-transformers/all-MiniLM-L6-v2,0.21793843805789948,6,,pending,
miles,uncertain,"A term statistically associated with week, square, kilometers, hour. Selected corpus use: meeting notes; alternative contexts: purchase decision, learning plan.",writing_transformation,meeting_notes,mixedbread-ai/mxbai-embed-large-v1,,,sentence-transformers/all-MiniLM-L6-v2,0.3383430242538452,6,,pending,
mirror,uncertain,"A term statistically associated with smooth, rear, magical, glass. Selected corpus use: event plan; alternative contexts: project update, incident log.",brainstorming_creativity,event_plan,mixedbread-ai/mxbai-embed-large-v1,,,sentence-transformers/all-MiniLM-L6-v2,0.19399094581604004,8,,pending,
mixture,uncertain,"A term statistically associated with pour, pan, bake, egg. Selected corpus use: article excerpt; alternative contexts: policy memo, support thread.",summarization_synthesis,article_excerpt,mixedbread-ai/mxbai-embed-large-v1,,,sentence-transformers/all-MiniLM-L6-v2,0.30556154251098633,6,,pending,
motion,uncertain,"A term statistically associated with picture, laws, flow, circular. Selected corpus use: peripheral; alternative contexts: small project, purchase decision.",troubleshooting,peripheral,mixedbread-ai/mxbai-embed-large-v1,,,sentence-transformers/all-MiniLM-L6-v2,0.30728113651275635,8,,pending,
moves,uncertain,"A term statistically associated with type, flying, dragon, dance. Selected corpus use: instructions; alternative contexts: network connection, peripheral.",critique_revision,instructions,mixedbread-ai/mxbai-embed-large-v1,,,sentence-transformers/all-MiniLM-L6-v2,0.24832171201705933,8,,pending,
muscles,uncertain,"A term statistically associated with muscle, endurance, signals, bones. Selected corpus use: instructions; alternative contexts: life science, personal finance.",critique_revision,instructions,mixedbread-ai/mxbai-embed-large-v1,,,sentence-transformers/all-MiniLM-L6-v2,0.44803497195243835,6,,pending,
mysterious,uncertain,"A term statistically associated with stranger, story, dialogue, shadow. Selected corpus use: proportions; alternative contexts: email, peripheral.",reasoning_verification,proportions,mixedbread-ai/mxbai-embed-large-v1,,,sentence-transformers/all-MiniLM-L6-v2,0.22396120429039001,6,,pending,
noise,uncertain,"A term statistically associated with headphones, crying, loud, door. Selected corpus use: research notes; alternative contexts: peripheral, physical safety.",summarization_synthesis,research_notes,mixedbread-ai/mxbai-embed-large-v1,,,sentence-transformers/all-MiniLM-L6-v2,0.3885267376899719,8,,pending,
occurs,uncertain,"A term statistically associated with decrease, tropical, varies, phenomenon. Selected corpus use: civics; alternative contexts: learning plan, small project.",explanation_learning,civics,mixedbread-ai/mxbai-embed-large-v1,,,sentence-transformers/all-MiniLM-L6-v2,0.259732186794281,9,,pending,
oil,uncertain,"A term statistically associated with olive, oils, pepper, vegetable. Selected corpus use: project update; alternative contexts: small project, research notes.",summarization_synthesis,project_update,mixedbread-ai/mxbai-embed-large-v1,,,sentence-transformers/all-MiniLM-L6-v2,0.33682867884635925,8,,pending,
opponents,uncertain,"A term statistically associated with ball, net, opponent, political. Selected corpus use: account access; alternative contexts: peripheral, home repair.",practical_action,account_access,mixedbread-ai/mxbai-embed-large-v1,,,sentence-transformers/all-MiniLM-L6-v2,0.3659674823284149,9,,pending,
opposed,uncertain,"A term statistically associated with trained, slave, technique, conservative. Selected corpus use: policy memo; alternative contexts: email, support reply.",summarization_synthesis,policy_memo,mixedbread-ai/mxbai-embed-large-v1,,,sentence-transformers/all-MiniLM-L6-v2,0.1736583709716797,7,,pending,
organic,uncertain,"A term statistically associated with soil, compounds, carbon, molecules. Selected corpus use: survey response; alternative contexts: low cost activity, media literacy.",extraction_classification,survey_response,mixedbread-ai/mxbai-embed-large-v1,,,sentence-transformers/all-MiniLM-L6-v2,0.41953814029693604,7,,pending,
organized,uncertain,"A term statistically associated with crime, competition, fifth, philosophy. Selected corpus use: learning notes; alternative contexts: small project, learning plan.",summarization_synthesis,learning_notes,mixedbread-ai/mxbai-embed-large-v1,,,sentence-transformers/all-MiniLM-L6-v2,0.17063823342323303,7,,pending,
originally,uncertain,"A term statistically associated with published, planned, scheduled, owned. Selected corpus use: names; alternative contexts: network connection, web form.",brainstorming_creativity,names,mixedbread-ai/mxbai-embed-large-v1,,,sentence-transformers/all-MiniLM-L6-v2,0.10681962966918945,8,,pending,
overview,uncertain,"A term statistically associated with implementing, strategies, com, sentence. Selected corpus use: research notes; alternative contexts: project update, learning notes.",summarization_synthesis,research_notes,mixedbread-ai/mxbai-embed-large-v1,,,sentence-transformers/all-MiniLM-L6-v2,0.2603086233139038,6,,pending,
oxygen,uncertain,"A term statistically associated with nitrogen, dioxide, carbon, gases. Selected corpus use: research notes; alternative contexts: peripheral, web form.",summarization_synthesis,research_notes,mixedbread-ai/mxbai-embed-large-v1,,,sentence-transformers/all-MiniLM-L6-v2,0.3305327296257019,8,,pending,
packed,uncertain,"A term statistically associated with flour, bags, viewers, sugar. Selected corpus use: policy memo; alternative contexts: learning plan, small project.",summarization_synthesis,policy_memo,mixedbread-ai/mxbai-embed-large-v1,,,sentence-transformers/all-MiniLM-L6-v2,0.15202584862709045,7,,pending,
papers,uncertain,"A term statistically associated with staples, books, discussion, desk. Selected corpus use: research notes; alternative contexts: learning plan, small project.",summarization_synthesis,research_notes,mixedbread-ai/mxbai-embed-large-v1,,,sentence-transformers/all-MiniLM-L6-v2,0.40712645649909973,9,,pending,
paragraphs,uncertain,"A term statistically associated with sentences, three, thought, large. Selected corpus use: writing prompts; alternative contexts: email, support reply.",brainstorming_creativity,writing_prompts,mixedbread-ai/mxbai-embed-large-v1,,,sentence-transformers/all-MiniLM-L6-v2,0.4393242299556732,6,,pending,
pigs,uncertain,"A term statistically associated with little, farm, cows, chickens. Selected corpus use: data pipeline; alternative contexts: small project, purchase decision.",troubleshooting,data_pipeline,mixedbread-ai/mxbai-embed-large-v1,,,sentence-transformers/all-MiniLM-L6-v2,0.3020041286945343,6,,pending,
pocket,uncertain,"A term statistically associated with expenses, insurance, took, reached. Selected corpus use: product specs; alternative contexts: incident log, network connection.",grounded_qa,product_specs,mixedbread-ai/mxbai-embed-large-v1,,,sentence-transformers/all-MiniLM-L6-v2,0.16819614171981812,12,,pending,
polar,uncertain,"A term statistically associated with bear, mammals, snow, hydrogen. Selected corpus use: research notes; alternative contexts: life science, small project.",summarization_synthesis,research_notes,mixedbread-ai/mxbai-embed-large-v1,,,sentence-transformers/all-MiniLM-L6-v2,0.22257761657238007,8,,pending,
politics,uncertain,"A term statistically associated with parties, mayor, trace, political. Selected corpus use: table comparison; alternative contexts: travel plan, small project.",reasoning_verification,table_comparison,mixedbread-ai/mxbai-embed-large-v1,,,sentence-transformers/all-MiniLM-L6-v2,0.3963274359703064,6,,pending,
prejudice,uncertain,"A term statistically associated with pride, novels, themes, references. Selected corpus use: writing prompts; alternative contexts: data literacy, civics.",brainstorming_creativity,writing_prompts,mixedbread-ai/mxbai-embed-large-v1,,,sentence-transformers/all-MiniLM-L6-v2,0.3056696057319641,6,,pending,
preventing,uncertain,"A term statistically associated with ball, promoting, side, ensuring. Selected corpus use: data pipeline; alternative contexts: peripheral, life science.",troubleshooting,data_pipeline,mixedbread-ai/mxbai-embed-large-v1,,,sentence-transformers/all-MiniLM-L6-v2,0.16457125544548035,6,,pending,
pride,uncertain,"A term statistically associated with prejudice, novels, anger, neither. Selected corpus use: web form; alternative contexts: network connection, unit conversion.",troubleshooting,web_form,mixedbread-ai/mxbai-embed-large-v1,,,sentence-transformers/all-MiniLM-L6-v2,0.2195485681295395,6,,pending,
pro,uncertain,"A term statistically associated with iphone, inch, sensor, screens. Selected corpus use: event registration; alternative contexts: small project, purchase decision.",practical_action,event_registration,mixedbread-ai/mxbai-embed-large-v1,,,sentence-transformers/all-MiniLM-L6-v2,0.19932618737220764,9,,pending,
properly,uncertain,"A term statistically associated with ensure, seat, clean, body. Selected corpus use: low cost activity; alternative contexts: physical safety, small project.",brainstorming_creativity,low_cost_activity,mixedbread-ai/mxbai-embed-large-v1,,,sentence-transformers/all-MiniLM-L6-v2,0.11413022875785828,10,,pending,
properties,uncertain,"A term statistically associated with chemical, deep, atomic, wool. Selected corpus use: case note; alternative contexts: learning plan, purchase decision.",extraction_classification,case_note,mixedbread-ai/mxbai-embed-large-v1,,,sentence-transformers/all-MiniLM-L6-v2,0.22688394784927368,6,,pending,
pursue,uncertain,"A term statistically associated with career, careers, education, graduate. Selected corpus use: uncertain change; alternative contexts: small project, learning plan.",conversation_empathy,uncertain_change,mixedbread-ai/mxbai-embed-large-v1,,,sentence-transformers/all-MiniLM-L6-v2,0.2711160480976105,6,,pending,
rainbow,uncertain,"A term statistically associated with colors, slogan, orange, yellow. Selected corpus use: uncertain change; alternative contexts: learning plan, small project.",conversation_empathy,uncertain_change,mixedbread-ai/mxbai-embed-large-v1,,,sentence-transformers/all-MiniLM-L6-v2,0.3005872666835785,9,,pending,
rapid,uncertain,"A term statistically associated with expansion, growth, fossil, economic. Selected corpus use: physical science; alternative contexts: learning plan, small project.",explanation_learning,physical_science,mixedbread-ai/mxbai-embed-large-v1,,,sentence-transformers/all-MiniLM-L6-v2,0.12572237849235535,6,,pending,
reception,uncertain,"A term statistically associated with wedding, ceremony, critics, themes. Selected corpus use: research notes; alternative contexts: inventory record, schedule entry.",summarization_synthesis,research_notes,mixedbread-ai/mxbai-embed-large-v1,,,sentence-transformers/all-MiniLM-L6-v2,0.23482877016067505,8,,pending,
recipe,uncertain,"A term statistically associated with ingredients, chip, dessert, cake. Selected corpus use: email; alternative contexts: support reply, workflow.",writing_transformation,email,mixedbread-ai/mxbai-embed-large-v1,,,sentence-transformers/all-MiniLM-L6-v2,0.4445221424102783,6,,pending,
reflected,uncertain,"A term statistically associated with light, sunlight, appearing, historians. Selected corpus use: event plan; alternative contexts: incident log, purchase decision.",brainstorming_creativity,event_plan,mixedbread-ai/mxbai-embed-large-v1,,,sentence-transformers/all-MiniLM-L6-v2,0.2363806515932083,8,,pending,
