token,short_definition,classification_status,selected_rank,statistical_usages_json,family,domain,assignment_method,contextual_sources,context_score,role_prior_score,source_count,total_occurrences,surface_policy,statistical_gloss,definition_kind,definition_review_decision,definition_embedding_consensus
paired,"A term statistically associated with greens, pair, breakfast, database. Selected corpus use: incident log; alternative contexts: research notes, life science.",statistically_supported,1,"[{""cell_index"":83,""domain"":""incident_log"",""family"":""summarization_synthesis"",""rank"":1,""score"":14.80877647,""usage_gloss"":""The selected generation use places this term in incident log contexts for summarization synthesis."",""usage_kind"":""selected_generation""},{""cell_index"":88,""domain"":""research_notes"",""family"":""summarization_synthesis"",""rank"":2,""score"":14.50378905,""usage_gloss"":""The alternative statistical use places this term in research notes contexts for summarization synthesis."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":33,""domain"":""life_science"",""family"":""explanation_learning"",""rank"":3,""score"":14.42979628,""usage_gloss"":""The alternative statistical use places this term in life science contexts for explanation learning."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":36,""domain"":""personal_finance"",""family"":""explanation_learning"",""rank"":4,""score"":14.42979628,""usage_gloss"":""The alternative statistical use places this term in personal finance contexts for explanation learning."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":54,""domain"":""learning_plan"",""family"":""planning_comparison"",""rank"":5,""score"":14.42979628,""usage_gloss"":""The alternative statistical use places this term in learning plan contexts for planning comparison."",""usage_kind"":""alternative_statistical_context""}]",summarization_synthesis,incident_log,cross_source_context,2,14.80877647,0.0,2,42,grounded_quoted_term,,,,
participate,"A term statistically associated with activities, program, sports, earn. Selected corpus use: incident log; alternative contexts: physical safety, financial decision.",statistically_supported,2,"[{""cell_index"":83,""domain"":""incident_log"",""family"":""summarization_synthesis"",""rank"":2,""score"":14.41999997,""usage_gloss"":""The selected generation use places this term in incident log contexts for summarization synthesis."",""usage_kind"":""selected_generation""},{""cell_index"":80,""domain"":""physical_safety"",""family"":""safety_uncertainty"",""rank"":1,""score"":14.56523445,""usage_gloss"":""The alternative statistical use places this term in physical safety contexts for safety uncertainty."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":78,""domain"":""financial_decision"",""family"":""safety_uncertainty"",""rank"":3,""score"":14.348148,""usage_gloss"":""The alternative statistical use places this term in financial decision contexts for safety uncertainty."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":79,""domain"":""medical_information"",""family"":""safety_uncertainty"",""rank"":4,""score"":14.32068477,""usage_gloss"":""The alternative statistical use places this term in medical information contexts for safety uncertainty."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":84,""domain"":""learning_notes"",""family"":""summarization_synthesis"",""rank"":5,""score"":14.30948475,""usage_gloss"":""The alternative statistical use places this term in learning notes contexts for summarization synthesis."",""usage_kind"":""alternative_statistical_context""}]",summarization_synthesis,incident_log,cross_source_context,2,14.41999997,0.0,2,144,grounded_quoted_term,,,,
perception,"A term statistically associated with visual, truth, putting, world. Selected corpus use: incident log; alternative contexts: purchase decision, learning plan.",statistically_plausible,6,"[{""cell_index"":83,""domain"":""incident_log"",""family"":""summarization_synthesis"",""rank"":6,""score"":14.24437384,""usage_gloss"":""The selected generation use places this term in incident log contexts for summarization synthesis."",""usage_kind"":""selected_generation""},{""cell_index"":55,""domain"":""purchase_decision"",""family"":""planning_comparison"",""rank"":1,""score"":14.75807023,""usage_gloss"":""The alternative statistical use places this term in purchase decision contexts for planning comparison."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":54,""domain"":""learning_plan"",""family"":""planning_comparison"",""rank"":2,""score"":14.68507792,""usage_gloss"":""The alternative statistical use places this term in learning plan contexts for planning comparison."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":57,""domain"":""travel_plan"",""family"":""planning_comparison"",""rank"":3,""score"":14.68507792,""usage_gloss"":""The alternative statistical use places this term in travel plan contexts for planning comparison."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":56,""domain"":""small_project"",""family"":""planning_comparison"",""rank"":4,""score"":14.64103892,""usage_gloss"":""The alternative statistical use places this term in small project contexts for planning comparison."",""usage_kind"":""alternative_statistical_context""}]",summarization_synthesis,incident_log,cross_source_context,2,14.24437384,0.0,2,62,grounded_quoted_term,,,,
performances,"A term statistically associated with elaborate, opera, live, lyrics. Selected corpus use: incident log; alternative contexts: small project, travel plan.",statistically_plausible,5,"[{""cell_index"":83,""domain"":""incident_log"",""family"":""summarization_synthesis"",""rank"":5,""score"":14.38814115,""usage_gloss"":""The selected generation use places this term in incident log contexts for summarization synthesis."",""usage_kind"":""selected_generation""},{""cell_index"":56,""domain"":""small_project"",""family"":""planning_comparison"",""rank"":1,""score"":14.51155958,""usage_gloss"":""The alternative statistical use places this term in small project contexts for planning comparison."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":57,""domain"":""travel_plan"",""family"":""planning_comparison"",""rank"":2,""score"":14.43935037,""usage_gloss"":""The alternative statistical use places this term in travel plan contexts for planning comparison."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":54,""domain"":""learning_plan"",""family"":""planning_comparison"",""rank"":3,""score"":14.41407352,""usage_gloss"":""The alternative statistical use places this term in learning plan contexts for planning comparison."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":55,""domain"":""purchase_decision"",""family"":""planning_comparison"",""rank"":4,""score"":14.41407352,""usage_gloss"":""The alternative statistical use places this term in purchase decision contexts for planning comparison."",""usage_kind"":""alternative_statistical_context""}]",summarization_synthesis,incident_log,cross_source_context,2,14.38814115,0.0,2,96,grounded_quoted_term,,,,
perhaps,"A term statistically associated with importantly, simply, wanted, wish. Selected corpus use: incident log; alternative contexts: small project, travel plan.",review_required,13,"[{""cell_index"":83,""domain"":""incident_log"",""family"":""summarization_synthesis"",""rank"":13,""score"":14.05069442,""usage_gloss"":""The selected generation use places this term in incident log contexts for summarization synthesis."",""usage_kind"":""selected_generation""},{""cell_index"":56,""domain"":""small_project"",""family"":""planning_comparison"",""rank"":1,""score"":14.64539324,""usage_gloss"":""The alternative statistical use places this term in small project contexts for planning comparison."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":57,""domain"":""travel_plan"",""family"":""planning_comparison"",""rank"":2,""score"":14.59443524,""usage_gloss"":""The alternative statistical use places this term in travel plan contexts for planning comparison."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":55,""domain"":""purchase_decision"",""family"":""planning_comparison"",""rank"":3,""score"":14.59410845,""usage_gloss"":""The alternative statistical use places this term in purchase decision contexts for planning comparison."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":54,""domain"":""learning_plan"",""family"":""planning_comparison"",""rank"":4,""score"":14.56828364,""usage_gloss"":""The alternative statistical use places this term in learning plan contexts for planning comparison."",""usage_kind"":""alternative_statistical_context""}]",summarization_synthesis,incident_log,cross_source_context,2,14.05069442,0.0,2,237,grounded_quoted_term,,,,
periods,"A term statistically associated with extended, divided, feeding, episodes. Selected corpus use: incident log; alternative contexts: learning plan, small project.",statistically_plausible,5,"[{""cell_index"":83,""domain"":""incident_log"",""family"":""summarization_synthesis"",""rank"":5,""score"":15.09403516,""usage_gloss"":""The selected generation use places this term in incident log contexts for summarization synthesis."",""usage_kind"":""selected_generation""},{""cell_index"":54,""domain"":""learning_plan"",""family"":""planning_comparison"",""rank"":1,""score"":15.28388707,""usage_gloss"":""The alternative statistical use places this term in learning plan contexts for planning comparison."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":56,""domain"":""small_project"",""family"":""planning_comparison"",""rank"":2,""score"":15.22597932,""usage_gloss"":""The alternative statistical use places this term in small project contexts for planning comparison."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":55,""domain"":""purchase_decision"",""family"":""planning_comparison"",""rank"":3,""score"":15.21553295,""usage_gloss"":""The alternative statistical use places this term in purchase decision contexts for planning comparison."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":57,""domain"":""travel_plan"",""family"":""planning_comparison"",""rank"":4,""score"":15.21331974,""usage_gloss"":""The alternative statistical use places this term in travel plan contexts for planning comparison."",""usage_kind"":""alternative_statistical_context""}]",summarization_synthesis,incident_log,cross_source_context,2,15.09403516,0.0,2,165,grounded_quoted_term,,,,
phenomenon,"A term statistically associated with lightning, occurs, caused, cultural. Selected corpus use: incident log; alternative contexts: small project, purchase decision.",statistically_plausible,5,"[{""cell_index"":83,""domain"":""incident_log"",""family"":""summarization_synthesis"",""rank"":5,""score"":14.48609054,""usage_gloss"":""The selected generation use places this term in incident log contexts for summarization synthesis."",""usage_kind"":""selected_generation""},{""cell_index"":56,""domain"":""small_project"",""family"":""planning_comparison"",""rank"":1,""score"":14.68959354,""usage_gloss"":""The alternative statistical use places this term in small project contexts for planning comparison."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":55,""domain"":""purchase_decision"",""family"":""planning_comparison"",""rank"":2,""score"":14.62752311,""usage_gloss"":""The alternative statistical use places this term in purchase decision contexts for planning comparison."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":54,""domain"":""learning_plan"",""family"":""planning_comparison"",""rank"":3,""score"":14.60360658,""usage_gloss"":""The alternative statistical use places this term in learning plan contexts for planning comparison."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":57,""domain"":""travel_plan"",""family"":""planning_comparison"",""rank"":4,""score"":14.55644446,""usage_gloss"":""The alternative statistical use places this term in travel plan contexts for planning comparison."",""usage_kind"":""alternative_statistical_context""}]",summarization_synthesis,incident_log,cross_source_context,2,14.48609054,0.0,2,118,grounded_quoted_term,,,,
phone,"A term statistically associated with mobile, cell, screen, phones. Selected corpus use: incident log; alternative contexts: network connection, purchase decision.",review_required,14,"[{""cell_index"":83,""domain"":""incident_log"",""family"":""summarization_synthesis"",""rank"":14,""score"":13.95830481,""usage_gloss"":""The selected generation use places this term in incident log contexts for summarization synthesis."",""usage_kind"":""selected_generation""},{""cell_index"":92,""domain"":""network_connection"",""family"":""troubleshooting"",""rank"":1,""score"":14.36124016,""usage_gloss"":""The alternative statistical use places this term in network connection contexts for troubleshooting."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":55,""domain"":""purchase_decision"",""family"":""planning_comparison"",""rank"":2,""score"":14.31512028,""usage_gloss"":""The alternative statistical use places this term in purchase decision contexts for planning comparison."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":56,""domain"":""small_project"",""family"":""planning_comparison"",""rank"":3,""score"":14.30083939,""usage_gloss"":""The alternative statistical use places this term in small project contexts for planning comparison."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":57,""domain"":""travel_plan"",""family"":""planning_comparison"",""rank"":4,""score"":14.28675133,""usage_gloss"":""The alternative statistical use places this term in travel plan contexts for planning comparison."",""usage_kind"":""alternative_statistical_context""}]",summarization_synthesis,incident_log,cross_source_context,2,13.95830481,0.0,2,580,grounded_quoted_term,,,,
pie,"A term statistically associated with lime, pies, crust, cake. Selected corpus use: incident log; alternative contexts: article excerpt, policy memo.",statistically_supported,1,"[{""cell_index"":83,""domain"":""incident_log"",""family"":""summarization_synthesis"",""rank"":1,""score"":14.72743386,""usage_gloss"":""The selected generation use places this term in incident log contexts for summarization synthesis."",""usage_kind"":""selected_generation""},{""cell_index"":82,""domain"":""article_excerpt"",""family"":""summarization_synthesis"",""rank"":2,""score"":14.67145966,""usage_gloss"":""The alternative statistical use places this term in article excerpt contexts for summarization synthesis."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":86,""domain"":""policy_memo"",""family"":""summarization_synthesis"",""rank"":3,""score"":14.66494773,""usage_gloss"":""The alternative statistical use places this term in policy memo contexts for summarization synthesis."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":84,""domain"":""learning_notes"",""family"":""summarization_synthesis"",""rank"":4,""score"":14.6463118,""usage_gloss"":""The alternative statistical use places this term in learning notes contexts for summarization synthesis."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":89,""domain"":""support_thread"",""family"":""summarization_synthesis"",""rank"":5,""score"":14.6463118,""usage_gloss"":""The alternative statistical use places this term in support thread contexts for summarization synthesis."",""usage_kind"":""alternative_statistical_context""}]",summarization_synthesis,incident_log,cross_source_context,2,14.72743386,0.0,2,139,grounded_quoted_term,,,,
plains,"A term statistically associated with inhabitants, forest, peaks, agriculture. Selected corpus use: incident log; alternative contexts: comparison table, article excerpt.",statistically_supported,1,"[{""cell_index"":83,""domain"":""incident_log"",""family"":""summarization_synthesis"",""rank"":1,""score"":14.57534146,""usage_gloss"":""The selected generation use places this term in incident log contexts for summarization synthesis."",""usage_kind"":""selected_generation""},{""cell_index"":46,""domain"":""comparison_table"",""family"":""grounded_qa"",""rank"":2,""score"":14.39223612,""usage_gloss"":""The alternative statistical use places this term in comparison table contexts for grounded qa."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":82,""domain"":""article_excerpt"",""family"":""summarization_synthesis"",""rank"":3,""score"":14.37939588,""usage_gloss"":""The alternative statistical use places this term in article excerpt contexts for summarization synthesis."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":84,""domain"":""learning_notes"",""family"":""summarization_synthesis"",""rank"":4,""score"":14.37939588,""usage_gloss"":""The alternative statistical use places this term in learning notes contexts for summarization synthesis."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":85,""domain"":""meeting_transcript"",""family"":""summarization_synthesis"",""rank"":5,""score"":14.37939588,""usage_gloss"":""The alternative statistical use places this term in meeting transcript contexts for summarization synthesis."",""usage_kind"":""alternative_statistical_context""}]",summarization_synthesis,incident_log,cross_source_context,2,14.57534146,0.0,2,46,grounded_quoted_term,,,,
play,"A term statistically associated with games, game, role, players. Selected corpus use: incident log; alternative contexts: learning plan, small project.",review_required,12,"[{""cell_index"":83,""domain"":""incident_log"",""family"":""summarization_synthesis"",""rank"":12,""score"":13.93930465,""usage_gloss"":""The selected generation use places this term in incident log contexts for summarization synthesis."",""usage_kind"":""selected_generation""},{""cell_index"":54,""domain"":""learning_plan"",""family"":""planning_comparison"",""rank"":1,""score"":14.24006246,""usage_gloss"":""The alternative statistical use places this term in learning plan contexts for planning comparison."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":56,""domain"":""small_project"",""family"":""planning_comparison"",""rank"":2,""score"":14.18042747,""usage_gloss"":""The alternative statistical use places this term in small project contexts for planning comparison."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":55,""domain"":""purchase_decision"",""family"":""planning_comparison"",""rank"":3,""score"":14.13921367,""usage_gloss"":""The alternative statistical use places this term in purchase decision contexts for planning comparison."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":57,""domain"":""travel_plan"",""family"":""planning_comparison"",""rank"":4,""score"":14.1122809,""usage_gloss"":""The alternative statistical use places this term in travel plan contexts for planning comparison."",""usage_kind"":""alternative_statistical_context""}]",summarization_synthesis,incident_log,cross_source_context,2,13.93930465,0.0,2,1826,grounded_quoted_term,,,,
played,"A term statistically associated with game, football, players, teams. Selected corpus use: incident log; alternative contexts: purchase decision, learning plan.",statistically_supported,1,"[{""cell_index"":83,""domain"":""incident_log"",""family"":""summarization_synthesis"",""rank"":1,""score"":14.14536051,""usage_gloss"":""The selected generation use places this term in incident log contexts for summarization synthesis."",""usage_kind"":""selected_generation""},{""cell_index"":55,""domain"":""purchase_decision"",""family"":""planning_comparison"",""rank"":2,""score"":14.06901187,""usage_gloss"":""The alternative statistical use places this term in purchase decision contexts for planning comparison."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":54,""domain"":""learning_plan"",""family"":""planning_comparison"",""rank"":3,""score"":14.06806202,""usage_gloss"":""The alternative statistical use places this term in learning plan contexts for planning comparison."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":56,""domain"":""small_project"",""family"":""planning_comparison"",""rank"":4,""score"":14.06364827,""usage_gloss"":""The alternative statistical use places this term in small project contexts for planning comparison."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":57,""domain"":""travel_plan"",""family"":""planning_comparison"",""rank"":5,""score"":14.0074793,""usage_gloss"":""The alternative statistical use places this term in travel plan contexts for planning comparison."",""usage_kind"":""alternative_statistical_context""}]",summarization_synthesis,incident_log,cross_source_context,2,14.14536051,0.0,2,1278,grounded_quoted_term,,,,
player,"A term statistically associated with valuable, basketball, game, players. Selected corpus use: incident log; alternative contexts: research notes, policy memo.",statistically_supported,1,"[{""cell_index"":83,""domain"":""incident_log"",""family"":""summarization_synthesis"",""rank"":1,""score"":14.73842726,""usage_gloss"":""The selected generation use places this term in incident log contexts for summarization synthesis."",""usage_kind"":""selected_generation""},{""cell_index"":88,""domain"":""research_notes"",""family"":""summarization_synthesis"",""rank"":2,""score"":14.5340185,""usage_gloss"":""The alternative statistical use places this term in research notes contexts for summarization synthesis."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":86,""domain"":""policy_memo"",""family"":""summarization_synthesis"",""rank"":3,""score"":14.53367725,""usage_gloss"":""The alternative statistical use places this term in policy memo contexts for summarization synthesis."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":87,""domain"":""project_update"",""family"":""summarization_synthesis"",""rank"":4,""score"":14.50048618,""usage_gloss"":""The alternative statistical use places this term in project update contexts for summarization synthesis."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":84,""domain"":""learning_notes"",""family"":""summarization_synthesis"",""rank"":5,""score"":14.4966746,""usage_gloss"":""The alternative statistical use places this term in learning notes contexts for summarization synthesis."",""usage_kind"":""alternative_statistical_context""}]",summarization_synthesis,incident_log,cross_source_context,2,14.73842726,0.0,2,1038,grounded_quoted_term,,,,
playoff,"A term statistically associated with season, conference, champion, round. Selected corpus use: incident log; alternative contexts: peripheral, data pipeline.",statistically_supported,1,"[{""cell_index"":83,""domain"":""incident_log"",""family"":""summarization_synthesis"",""rank"":1,""score"":14.61707304,""usage_gloss"":""The selected generation use places this term in incident log contexts for summarization synthesis."",""usage_kind"":""selected_generation""},{""cell_index"":93,""domain"":""peripheral"",""family"":""troubleshooting"",""rank"":2,""score"":14.55435881,""usage_gloss"":""The alternative statistical use places this term in peripheral contexts for troubleshooting."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":90,""domain"":""data_pipeline"",""family"":""troubleshooting"",""rank"":3,""score"":14.51282539,""usage_gloss"":""The alternative statistical use places this term in data pipeline contexts for troubleshooting."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":91,""domain"":""file_sync"",""family"":""troubleshooting"",""rank"":4,""score"":14.51282539,""usage_gloss"":""The alternative statistical use places this term in file sync contexts for troubleshooting."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":92,""domain"":""network_connection"",""family"":""troubleshooting"",""rank"":5,""score"":14.51282539,""usage_gloss"":""The alternative statistical use places this term in network connection contexts for troubleshooting."",""usage_kind"":""alternative_statistical_context""}]",summarization_synthesis,incident_log,cross_source_context,2,14.61707304,0.0,2,57,grounded_quoted_term,,,,
prey,"A term statistically associated with lions, kill, hunt, hunting. Selected corpus use: incident log; alternative contexts: peripheral, event plan.",statistically_supported,3,"[{""cell_index"":83,""domain"":""incident_log"",""family"":""summarization_synthesis"",""rank"":3,""score"":13.89589228,""usage_gloss"":""The selected generation use places this term in incident log contexts for summarization synthesis."",""usage_kind"":""selected_generation""},{""cell_index"":93,""domain"":""peripheral"",""family"":""troubleshooting"",""rank"":1,""score"":13.95298157,""usage_gloss"":""The alternative statistical use places this term in peripheral contexts for troubleshooting."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":0,""domain"":""event_plan"",""family"":""brainstorming_creativity"",""rank"":2,""score"":13.89589228,""usage_gloss"":""The alternative statistical use places this term in event plan contexts for brainstorming creativity."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":56,""domain"":""small_project"",""family"":""planning_comparison"",""rank"":4,""score"":13.74144681,""usage_gloss"":""The alternative statistical use places this term in small project contexts for planning comparison."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":78,""domain"":""financial_decision"",""family"":""safety_uncertainty"",""rank"":5,""score"":13.72371037,""usage_gloss"":""The alternative statistical use places this term in financial decision contexts for safety uncertainty."",""usage_kind"":""alternative_statistical_context""}]",summarization_synthesis,incident_log,cross_source_context,2,13.89589228,0.0,2,105,grounded_quoted_term,,,,
prison,"A term statistically associated with fraud, sentence, facility, years. Selected corpus use: incident log; alternative contexts: article excerpt, policy memo.",statistically_supported,1,"[{""cell_index"":83,""domain"":""incident_log"",""family"":""summarization_synthesis"",""rank"":1,""score"":14.29441793,""usage_gloss"":""The selected generation use places this term in incident log contexts for summarization synthesis."",""usage_kind"":""selected_generation""},{""cell_index"":82,""domain"":""article_excerpt"",""family"":""summarization_synthesis"",""rank"":2,""score"":14.07173592,""usage_gloss"":""The alternative statistical use places this term in article excerpt contexts for summarization synthesis."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":86,""domain"":""policy_memo"",""family"":""summarization_synthesis"",""rank"":3,""score"":14.07173592,""usage_gloss"":""The alternative statistical use places this term in policy memo contexts for summarization synthesis."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":87,""domain"":""project_update"",""family"":""summarization_synthesis"",""rank"":4,""score"":14.07173592,""usage_gloss"":""The alternative statistical use places this term in project update contexts for summarization synthesis."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":89,""domain"":""support_thread"",""family"":""summarization_synthesis"",""rank"":5,""score"":14.07173592,""usage_gloss"":""The alternative statistical use places this term in support thread contexts for summarization synthesis."",""usage_kind"":""alternative_statistical_context""}]",summarization_synthesis,incident_log,cross_source_context,2,14.29441793,0.0,2,111,grounded_quoted_term,,,,
produced,"A term statistically associated with electricity, film, directed, television. Selected corpus use: incident log; alternative contexts: network connection, peripheral.",review_required,12,"[{""cell_index"":83,""domain"":""incident_log"",""family"":""summarization_synthesis"",""rank"":12,""score"":14.03240293,""usage_gloss"":""The selected generation use places this term in incident log contexts for summarization synthesis."",""usage_kind"":""selected_generation""},{""cell_index"":92,""domain"":""network_connection"",""family"":""troubleshooting"",""rank"":1,""score"":14.34090871,""usage_gloss"":""The alternative statistical use places this term in network connection contexts for troubleshooting."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":93,""domain"":""peripheral"",""family"":""troubleshooting"",""rank"":2,""score"":14.2969391,""usage_gloss"":""The alternative statistical use places this term in peripheral contexts for troubleshooting."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":95,""domain"":""web_form"",""family"":""troubleshooting"",""rank"":3,""score"":14.28951679,""usage_gloss"":""The alternative statistical use places this term in web form contexts for troubleshooting."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":91,""domain"":""file_sync"",""family"":""troubleshooting"",""rank"":4,""score"":14.28195464,""usage_gloss"":""The alternative statistical use places this term in file sync contexts for troubleshooting."",""usage_kind"":""alternative_statistical_context""}]",summarization_synthesis,incident_log,cross_source_context,2,14.03240293,0.0,2,678,grounded_quoted_term,,,,
protein,"A term statistically associated with proteins, carbohydrates, yogurt, fiber. Selected corpus use: incident log; alternative contexts: financial decision, article excerpt.",statistically_supported,2,"[{""cell_index"":83,""domain"":""incident_log"",""family"":""summarization_synthesis"",""rank"":2,""score"":14.38325195,""usage_gloss"":""The selected generation use places this term in incident log contexts for summarization synthesis."",""usage_kind"":""selected_generation""},{""cell_index"":78,""domain"":""financial_decision"",""family"":""safety_uncertainty"",""rank"":1,""score"":14.47486248,""usage_gloss"":""The alternative statistical use places this term in financial decision contexts for safety uncertainty."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":82,""domain"":""article_excerpt"",""family"":""summarization_synthesis"",""rank"":3,""score"":14.34988796,""usage_gloss"":""The alternative statistical use places this term in article excerpt contexts for summarization synthesis."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":86,""domain"":""policy_memo"",""family"":""summarization_synthesis"",""rank"":4,""score"":14.34988796,""usage_gloss"":""The alternative statistical use places this term in policy memo contexts for summarization synthesis."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":88,""domain"":""research_notes"",""family"":""summarization_synthesis"",""rank"":5,""score"":14.34988796,""usage_gloss"":""The alternative statistical use places this term in research notes contexts for summarization synthesis."",""usage_kind"":""alternative_statistical_context""}]",summarization_synthesis,incident_log,cross_source_context,2,14.38325195,0.0,2,413,grounded_quoted_term,,,,
quarter,"A term statistically associated with moon, dollar, revenue, million. Selected corpus use: incident log; alternative contexts: air travel, public transit.",statistically_supported,1,"[{""cell_index"":83,""domain"":""incident_log"",""family"":""summarization_synthesis"",""rank"":1,""score"":14.458189,""usage_gloss"":""The selected generation use places this term in incident log contexts for summarization synthesis."",""usage_kind"":""selected_generation""},{""cell_index"":59,""domain"":""air_travel"",""family"":""practical_action"",""rank"":2,""score"":14.31778271,""usage_gloss"":""The alternative statistical use places this term in air travel contexts for practical action."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":67,""domain"":""public_transit"",""family"":""practical_action"",""rank"":3,""score"":14.30154499,""usage_gloss"":""The alternative statistical use places this term in public transit contexts for practical action."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":65,""domain"":""home_repair"",""family"":""practical_action"",""rank"":4,""score"":14.28929753,""usage_gloss"":""The alternative statistical use places this term in home repair contexts for practical action."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":0,""domain"":""event_plan"",""family"":""brainstorming_creativity"",""rank"":5,""score"":14.25647043,""usage_gloss"":""The alternative statistical use places this term in event plan contexts for brainstorming creativity."",""usage_kind"":""alternative_statistical_context""}]",summarization_synthesis,incident_log,cross_source_context,2,14.458189,0.0,2,190,grounded_quoted_term,,,,
ran,"A term statistically associated with wolf, episodes, house, saw. Selected corpus use: incident log; alternative contexts: network connection, small project.",review_required,12,"[{""cell_index"":83,""domain"":""incident_log"",""family"":""summarization_synthesis"",""rank"":12,""score"":13.80278952,""usage_gloss"":""The selected generation use places this term in incident log contexts for summarization synthesis."",""usage_kind"":""selected_generation""},{""cell_index"":92,""domain"":""network_connection"",""family"":""troubleshooting"",""rank"":1,""score"":14.17216442,""usage_gloss"":""The alternative statistical use places this term in network connection contexts for troubleshooting."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":56,""domain"":""small_project"",""family"":""planning_comparison"",""rank"":2,""score"":14.13628613,""usage_gloss"":""The alternative statistical use places this term in small project contexts for planning comparison."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":55,""domain"":""purchase_decision"",""family"":""planning_comparison"",""rank"":3,""score"":14.09607478,""usage_gloss"":""The alternative statistical use places this term in purchase decision contexts for planning comparison."",""usage_kind"":""alternative_statistical_context""},{""cell_index"":90,""domain"":""data_pipeline"",""family"":""troubleshooting"",""rank"":4,""score"":14.05417849,""usage_gloss"":""The alternative statistical use places this term in data pipeline contexts for troubleshooting."",""usage_kind"":""alternative_statistical_context""}]",summarization_synthesis,incident_log,cross_source_context,2,13.80278952,0.0,2,340,grounded_quoted_term,,,,
