token,consensus,current_definition,proposed_definition,family,domain,primary_model,primary_signal,primary_token_delta,primary_bare_token_delta,primary_lexical_query_delta,primary_family_delta,primary_current_family_rank,primary_proposed_family_rank,secondary_model,secondary_signal,secondary_token_delta,secondary_bare_token_delta,secondary_lexical_query_delta,secondary_family_delta,secondary_current_family_rank,secondary_proposed_family_rank,reviewer_decision,reviewer_notes
tour,supported_by_both,"A term statistically associated with golf, world, grossing, museum. Selected corpus use: project update; alternative contexts: small project, travel plan.","A journey through several places, often for visits or performances.",summarization_synthesis,project_update,mixedbread-ai/mxbai-embed-large-v1,improved,0.11924231052398682,0.17213433980941772,0.06635028123855591,-0.29735249280929565,12,10,sentence-transformers/all-MiniLM-L6-v2,improved,0.2866009473800659,0.26770633459091187,0.30549556016921997,-0.35378456115722656,9,12,accepted,Accepted by operator.
triggered,supported_by_both,"A term statistically associated with damaged, loop, reactions, earthquake. Selected corpus use: historical note; alternative contexts: peripheral, work stress.","Caused an event, process, or reaction to begin.",grounded_qa,historical_note,mixedbread-ai/mxbai-embed-large-v1,improved,0.04868742823600769,0.07254171371459961,0.02483314275741577,-0.19477331638336182,4,9,sentence-transformers/all-MiniLM-L6-v2,improved,0.12303678691387177,0.09302732348442078,0.15304625034332275,-0.29835283756256104,6,9,accepted,Accepted by operator.
truth,supported_by_both,"A term statistically associated with moral, lie, tell, reality. Selected corpus use: writing prompts; alternative contexts: learning plan, purchase decision.",The quality or state of being consistent with fact or reality.,brainstorming_creativity,writing_prompts,mixedbread-ai/mxbai-embed-large-v1,improved,0.0631667971611023,0.09346866607666016,0.032864928245544434,-0.2307586669921875,6,13,sentence-transformers/all-MiniLM-L6-v2,improved,0.11508457362651825,0.1460021734237671,0.08416697382926941,-0.3886367380619049,3,13,accepted,Accepted by operator.
virtually,supported_by_both,"A term statistically associated with identical, expected, products, found. Selected corpus use: research notes; alternative contexts: small project, learning plan.","Almost entirely, or by means of a computer-generated environment.",summarization_synthesis,research_notes,mixedbread-ai/mxbai-embed-large-v1,improved,0.10677383840084076,0.15670856833457947,0.05683910846710205,-0.2815861105918884,9,11,sentence-transformers/all-MiniLM-L6-v2,improved,0.26992838829755783,0.2438860833644867,0.29597069323062897,-0.38002870976924896,8,10,accepted,Accepted by operator.
vocals,supported_by_both,"A term statistically associated with guitar, bass, rhythm, lead. Selected corpus use: subscriptions; alternative contexts: data pipeline, network connection.",Sung or spoken parts of a musical recording or performance.,practical_action,subscriptions,mixedbread-ai/mxbai-embed-large-v1,improved,0.06289646029472351,0.10371947288513184,0.022073447704315186,-0.2279534935951233,5,11,sentence-transformers/all-MiniLM-L6-v2,improved,0.16073592007160187,0.19213935732841492,0.12933248281478882,-0.37424805760383606,8,11,accepted,Accepted by operator.
wanted,supported_by_both,"A term statistically associated with knew, didn't, told, wasn't. Selected corpus use: travel information; alternative contexts: small project, learning plan.","Desired or sought, sometimes by legal authorities.",grounded_qa,travel_information,mixedbread-ai/mxbai-embed-large-v1,improved,0.2580018639564514,0.3037906885147095,0.21221303939819336,-0.25832676887512207,4,2,sentence-transformers/all-MiniLM-L6-v2,improved,0.34922581911087036,0.2383456826210022,0.4601059556007385,-0.24444949626922607,4,6,accepted,Accepted by operator.
wool,supported_by_both,"A term statistically associated with fabric, cotton, socks, leather. Selected corpus use: feature ideas; alternative contexts: purchase decision, small project.","The soft hair of sheep and similar animals, used as a textile fibre.",brainstorming_creativity,feature_ideas,mixedbread-ai/mxbai-embed-large-v1,improved,0.0859234631061554,0.1342448592185974,0.03760206699371338,-0.31730812788009644,7,8,sentence-transformers/all-MiniLM-L6-v2,improved,0.046902477741241455,0.05528742074966431,0.038517534732818604,-0.5396040230989456,9,12,accepted,Accepted by operator.
worth,supported_by_both,"A term statistically associated with net, billion, it's, dollars. Selected corpus use: research notes; alternative contexts: purchase decision, learning plan.","The value, usefulness, or importance of something.",summarization_synthesis,research_notes,mixedbread-ai/mxbai-embed-large-v1,improved,0.1748356819152832,0.18130826950073242,0.16836309432983398,-0.1812257170677185,12,14,sentence-transformers/all-MiniLM-L6-v2,improved,0.13985435664653778,0.14825758337974548,0.13145112991333008,-0.19771766662597656,13,14,accepted,Accepted by operator.
year's,supported_by_both,"A term statistically associated with holiday, album, cheer, albums. Selected corpus use: project update; alternative contexts: small project, travel plan.",Possessive form indicating that something belongs or relates to a year.,summarization_synthesis,project_update,mixedbread-ai/mxbai-embed-large-v1,improved,0.19806450605392456,0.20046383142471313,0.195665180683136,-0.1549660563468933,6,13,sentence-transformers/all-MiniLM-L6-v2,improved,0.2771574556827545,0.27186262607574463,0.2824522852897644,-0.4545251876115799,11,12,accepted,Accepted by operator.
youngest,supported_by_both,"A term statistically associated with assassination, president, age, award. Selected corpus use: peripheral; alternative contexts: achievement, loss disappointment.",The least old member of a group.,troubleshooting,peripheral,mixedbread-ai/mxbai-embed-large-v1,improved,0.15570342540740967,0.2452417016029358,0.06616514921188354,-0.27134233713150024,13,13,sentence-transformers/all-MiniLM-L6-v2,improved,0.26926474273204803,0.31424880027770996,0.2242806851863861,-0.41888370364904404,9,7,accepted,Accepted by operator.
